paper id;First Name;Last Name;Institution;Affiliation;Track;Podium?;title;Follow Up
367;Ben;Yee;University of California - Berkeley;Berkeley;4;1;Continuous Monitoring of Radon Progeny in Air Using a High Purity Germanium Detector and an Air Filtration System;
368;Daniel;Painter;University of Utah;Utah;6;1;Analysis of City Grown Bing Cherry Trees Using Neutron Activation Analysis;
369;Christian;DiSanzo;University of California - Berkeley;Berkeley;20;1;Minimum Volume of Breed and Burn Cores;
370;Thomas;Adams;Purdue University;Purdue;11;1;Optimization Of Tritium Source For Betavoltaic Power Sources;
371;Jeremy;Roberts;Massachusetts Institute of Technology;MIT;12;1;Angular Expansions for the Response Matrix Method ;
388;Matthew;Zimmer;Rensselaer Polytechnic Institute;RPI;22;0;An Analysis of Multidimensional Models of Turbulent Flow in Nuclear Reactors;
377;Christopher;Herman;North Carolina State University;NCSU;20;1;Reactivity Defect Benchmarking of the OpenMC Monte Carlo Transport Code;
378;Carl;Haugen;Massachusetts Institute of Technology;MIT;7;1;A Deterministic Method for Core Loading Analysis in LWRs;
379;Alexandre;Guion;Massachusetts Institute of Technology;MIT;22;0;On the Liquid Microlayer Underneath a Vapor Bubble Growing at a Heated Wall;
381;Samuel;Brinton;Massachusetts Institute of Technology;MIT;17;1;Protons and Policy: The Integration of the Technology Policy Program and Nuclear Science and Engineering Departments of MIT;
382;Piyatida;Trinuruk;Tokyo Institute of Technology;TITech;20;1;The Application of SiC Coating in Prismatic HTGRs To Prevent Accidents Caused by Graphite Oxidation;
383;Rosemary;Sugrue;Massachusetts Institute of Technology;MIT;22;0;A Modified Mechanistic Model for Predicting Bubble Departure Diameter in Subcooled Flow Boiling;
384;Bryan;Herman;Massachusetts Institute of Technology;MIT;12;1;Accelerated Fission Source Convergence of OpenMC using Nonlinear Diffusion Methods;
385;Harishchandra;Aryal;Idaho State University;ISU;1;0;Whale System Design;
386;Jackson;Harter;Oregon State University;ORST;20;1;Verification of Burnup-Depletion Results for Vented Nuclear Fuel in MCNPX Using ORIGEN-ARP;
391;Lulu;Li;Massachusetts Institute of Technology;MIT;20;1;A Low Order Acceleration Scheme for Using Methods of Characteristics To Solve Transport Equation;
399;Alex;Salazar;Massachusetts Institute of Technology;MIT;7;1;Effect of Temperature on Permeability of Cement Sealant for Deep Borehole Repositories;
395;Wesley;Deason;Oregon State University;ORST;15;1;Modeling of Fission Product Transport in a Representative Helium-cooled Fast Reactor Using STELLA;
396;Sarah;Don;Massachusetts Institute of Technology;MIT;22;0;Surface Analysis of Materials Test Reactor Cladding;
397;Athena;Gallardo;University of Nevada - Las Vegas;UNLV;4;1;Investigation of Storage-Phosphor Autoradiography for the Rapid Quantitative Screening of Air Filters for Emergency Response Purposes;
398;Jianguo;Zhong;Rensselaer Polytechnic Institute;RPI;22;1;Analysis of Heat Transfer in Supercritical Water Reactor Core;
400;Jacob;DeWitte;Massachusetts Institute of Technology;MIT;16;1;Maximizing the U.S. Nuclear Fleet Through Life Extension and Mega Uprates;
401;Joseph;Yurko;Massachusetts Institute of Technology;MIT;22;1;Gaussian Process Emulators for Bayesian Calibration Using Separate and Integral Effect Test Data;
402;Antonio;Tahhan;Idaho State University;ISU;6;0;The Hydrogen Economy;
403;Nazar;Lubchenko;Massachusetts Institute of Technology;MIT;7;1;Thermal Transient Modeling of a Deep Borehole Repository on a MOOSE Framework;
404;Eric;Forrest;Massachusetts Institute of Technology;MIT;22;1;Experimental Study of Turbulent Single-Phase Heat Transfer in a Prototypic Materials Test Reactor Coolant Channel;
407;Romina;Farmand;University of Nevada - Las Vegas;UNLV;23;0;Synthesis and Characterization of Low-Valent Rhenium Dimers with Multiple Metal-Metal Bonds;
408;Joseph;Santora;University of Utah;Utah;23;1;Viticulture Improvement Applicable to All Plants;
410;Kathryn;Biegel;Massachusetts Institute of Technology;MIT;12;0;PySPORe: Python System for Plotting OpenMC Results;
412;Andrew;Hall;University of Michigan;Umich;20;1;Advanced Neutronics Methods for Analysis of the RBWR-AC;
